frame,system,rom_label,kind,total_count,ordinal,event_id,event_name,arg0,arg1,arg2,seq_ptr_raw,ptr_res,seq_index,seq_byte,seq_source,ppu_index,ppu_ptr_raw,ppu_ptr_res
77,genesis,zelda_v309,seq,4,1,04B1,BANK0_SEQ 9D37 primary fetch,0000,,,8F0F,000056A3,0000,0481,8F80,,,
77,genesis,zelda_v309,seq,4,2,04B3,BANK0_SEQ 9DBE pulse fetch,0016,,,8F0F,000056A3,0416,043F,8F80,,,
77,genesis,zelda_v309,seq,4,3,04B5,BANK0_SEQ 9E2C control fetch,0035,,,8F0F,000056A3,0435,043C,8F80,,,
77,genesis,zelda_v309,seq,4,4,04B7,BANK0_SEQ 9EA7 noise fetch,00CE,,,8F0F,000056A3,04CE,04FE,8F80,,,
86,genesis,zelda_v309,seq,8,5,04B1,BANK0_SEQ 9D37 primary fetch,0000,,,948B,000056E9,0000,0481,94F8,,,
86,genesis,zelda_v309,seq,8,6,04B3,BANK0_SEQ 9DBE pulse fetch,001D,,,948B,000056E9,041D,0400,94F8,,,
86,genesis,zelda_v309,seq,8,7,04B5,BANK0_SEQ 9E2C control fetch,003B,,,948B,000056E9,043B,0410,94F8,,,
86,genesis,zelda_v309,seq,8,8,04B7,BANK0_SEQ 9EA7 noise fetch,004F,,,948B,000056E9,044F,044E,94F8,,,
100,genesis,zelda_v309,seq,12,9,04B1,BANK0_SEQ 9D37 primary fetch,0000,,,94DC,0000573A,0000,0481,9480,,,
100,genesis,zelda_v309,seq,12,10,04B3,BANK0_SEQ 9DBE pulse fetch,0057,,,94DC,0000573A,0457,0400,9480,,,
100,genesis,zelda_v309,seq,12,11,04B5,BANK0_SEQ 9E2C control fetch,0027,,,94DC,0000573A,0427,0400,9480,,,
100,genesis,zelda_v309,seq,12,12,04B7,BANK0_SEQ 9EA7 noise fetch,0023,,,94DC,0000573A,0423,0415,9480,,,
105,genesis,zelda_v309,seq,15,13,04B1,BANK0_SEQ 9D37 primary fetch,0000,,,91FD,FFFF91FD,0000,0400,9120,,,
105,genesis,zelda_v309,seq,15,14,04B3,BANK0_SEQ 9DBE pulse fetch,0053,,,91FD,FFFF91FD,0053,0400,9120,,,
105,genesis,zelda_v309,seq,15,15,04B5,BANK0_SEQ 9E2C control fetch,00A5,,,91FD,FFFF91FD,00A5,0400,9120,,,
