frame,pc,value,d0_plane_addr,d4_nt_addr,nt_page,nt_row,nt_col,ppuctrl,shadow_tile,tile_base,attr_addr,attr_byte,attr_shift,palette_bits,expected_plane_addr,expected_tileword,matches_renderer
17,00169E,0000,0000C096,0000002B,00,01,0B,80,00,0000,03C2,00,2,00,C096,0000,1
17,00169E,0000,0000C098,0000002C,00,01,0C,80,00,0000,03C3,00,0,00,C098,0000,1
17,00169E,0000,0000C09A,0000002D,00,01,0D,80,00,0000,03C3,00,0,00,C09A,0000,1
17,00169E,0000,0000C09C,0000002E,00,01,0E,80,00,0000,03C3,00,2,00,C09C,0000,1
17,00169E,0000,0000C09E,0000002F,00,01,0F,80,00,0000,03C3,00,2,00,C09E,0000,1
17,00169E,0000,0000C0A0,00000030,00,01,10,80,00,0000,03C4,00,0,00,C0A0,0000,1
17,00169E,0000,0000C0A2,00000031,00,01,11,80,00,0000,03C4,00,0,00,C0A2,0000,1
17,00169E,0000,0000C0A4,00000032,00,01,12,80,00,0000,03C4,00,2,00,C0A4,0000,1
17,00169E,0000,0000C0A6,00000033,00,01,13,80,00,0000,03C4,00,2,00,C0A6,0000,1
17,00169E,0000,0000C0A8,00000034,00,01,14,80,00,0000,03C5,00,0,00,C0A8,0000,1
17,00169E,0000,0000C0AA,00000035,00,01,15,80,00,0000,03C5,00,0,00,C0AA,0000,1
17,00169E,0000,0000C0AC,00000036,00,01,16,80,00,0000,03C5,00,2,00,C0AC,0000,1
17,00169E,0000,0000C0AE,00000037,00,01,17,80,00,0000,03C5,00,2,00,C0AE,0000,1
17,00169E,0000,0000C0B0,00000038,00,01,18,80,00,0000,03C6,00,0,00,C0B0,0000,1
17,00169E,0000,0000C0B2,00000039,00,01,19,80,00,0000,03C6,00,0,00,C0B2,0000,1
17,00169E,0000,0000C0B4,0000003A,00,01,1A,80,00,0000,03C6,00,2,00,C0B4,0000,1
17,00169E,0000,0000C0B6,0000003B,00,01,1B,80,00,0000,03C6,00,2,00,C0B6,0000,1
17,00169E,0000,0000C0B8,0000003C,00,01,1C,80,00,0000,03C7,00,0,00,C0B8,0000,1
17,00169E,0000,0000C0BA,0000003D,00,01,1D,80,00,0000,03C7,00,0,00,C0BA,0000,1
17,00169E,0000,0000C0BC,0000003E,00,01,1E,80,00,0000,03C7,00,2,00,C0BC,0000,1
17,00169E,0000,0000C0BE,0000003F,00,01,1F,80,00,0000,03C7,00,2,00,C0BE,0000,1
17,00169E,0000,0000C100,00000040,00,02,00,80,00,0000,03C0,00,4,00,C100,0000,1
17,00169E,0000,0000C102,00000041,00,02,01,80,00,0000,03C0,00,4,00,C102,0000,1
17,00169E,0000,0000C104,00000042,00,02,02,80,00,0000,03C0,00,6,00,C104,0000,1
17,00169E,0000,0000C106,00000043,00,02,03,80,00,0000,03C0,00,6,00,C106,0000,1
17,00169E,0000,0000C108,00000044,00,02,04,80,00,0000,03C1,00,4,00,C108,0000,1
17,00169E,0000,0000C10A,00000045,00,02,05,80,00,0000,03C1,00,4,00,C10A,0000,1
17,00169E,0000,0000C10C,00000046,00,02,06,80,00,0000,03C1,00,6,00,C10C,0000,1
17,00169E,0000,0000C10E,00000047,00,02,07,80,00,0000,03C1,00,6,00,C10E,0000,1
17,00169E,0000,0000C110,00000048,00,02,08,80,00,0000,03C2,00,4,00,C110,0000,1
17,00169E,0000,0000C112,00000049,00,02,09,80,00,0000,03C2,00,4,00,C112,0000,1
17,00169E,0000,0000C114,0000004A,00,02,0A,80,00,0000,03C2,00,6,00,C114,0000,1
17,00169E,0000,0000C116,0000004B,00,02,0B,80,00,0000,03C2,00,6,00,C116,0000,1
17,00169E,0000,0000C118,0000004C,00,02,0C,80,00,0000,03C3,00,4,00,C118,0000,1
17,00169E,0000,0000C11A,0000004D,00,02,0D,80,00,0000,03C3,00,4,00,C11A,0000,1
17,00169E,0000,0000C11C,0000004E,00,02,0E,80,00,0000,03C3,00,6,00,C11C,0000,1
17,00169E,0000,0000C11E,0000004F,00,02,0F,80,00,0000,03C3,00,6,00,C11E,0000,1
17,00169E,0000,0000C120,00000050,00,02,10,80,00,0000,03C4,00,4,00,C120,0000,1
17,00169E,0000,0000C122,00000051,00,02,11,80,00,0000,03C4,00,4,00,C122,0000,1
17,00169E,0000,0000C124,00000052,00,02,12,80,00,0000,03C4,00,6,00,C124,0000,1
17,00169E,0000,0000C126,00000053,00,02,13,80,00,0000,03C4,00,6,00,C126,0000,1
17,00169E,0000,0000C128,00000054,00,02,14,80,00,0000,03C5,00,4,00,C128,0000,1
17,00169E,0000,0000C12A,00000055,00,02,15,80,00,0000,03C5,00,4,00,C12A,0000,1
17,00169E,0000,0000C12C,00000056,00,02,16,80,00,0000,03C5,00,6,00,C12C,0000,1
17,00169E,0000,0000C12E,00000057,00,02,17,80,00,0000,03C5,00,6,00,C12E,0000,1
17,00169E,0000,0000C130,00000058,00,02,18,80,00,0000,03C6,00,4,00,C130,0000,1
17,00169E,0000,0000C132,00000059,00,02,19,80,00,0000,03C6,00,4,00,C132,0000,1
17,00169E,0000,0000C134,0000005A,00,02,1A,80,00,0000,03C6,00,6,00,C134,0000,1
17,00169E,0000,0000C136,0000005B,00,02,1B,80,00,0000,03C6,00,6,00,C136,0000,1
17,00169E,0000,0000C138,0000005C,00,02,1C,80,00,0000,03C7,00,4,00,C138,0000,1
17,00169E,0000,0000C13A,0000005D,00,02,1D,80,00,0000,03C7,00,4,00,C13A,0000,1
17,00169E,0000,0000C13C,0000005E,00,02,1E,80,00,0000,03C7,00,6,00,C13C,0000,1
17,00169E,0000,0000C13E,0000005F,00,02,1F,80,00,0000,03C7,00,6,00,C13E,0000,1
17,00169E,0000,0000C180,00000060,00,03,00,80,00,0000,03C0,00,4,00,C180,0000,1
17,00169E,0000,0000C182,00000061,00,03,01,80,00,0000,03C0,00,4,00,C182,0000,1
17,00169E,0000,0000C184,00000062,00,03,02,80,00,0000,03C0,00,6,00,C184,0000,1
17,00169E,0000,0000C186,00000063,00,03,03,80,00,0000,03C0,00,6,00,C186,0000,1
17,00169E,0000,0000C188,00000064,00,03,04,80,00,0000,03C1,00,4,00,C188,0000,1
17,00169E,0000,0000C18A,00000065,00,03,05,80,00,0000,03C1,00,4,00,C18A,0000,1
17,00169E,0000,0000C18C,00000066,00,03,06,80,00,0000,03C1,00,6,00,C18C,0000,1
17,00169E,0000,0000C18E,00000067,00,03,07,80,00,0000,03C1,00,6,00,C18E,0000,1
17,00169E,0000,0000C190,00000068,00,03,08,80,00,0000,03C2,00,4,00,C190,0000,1
17,00169E,0000,0000C192,00000069,00,03,09,80,00,0000,03C2,00,4,00,C192,0000,1
17,00169E,0000,0000C194,0000006A,00,03,0A,80,00,0000,03C2,00,6,00,C194,0000,1
17,00169E,0000,0000C196,0000006B,00,03,0B,80,00,0000,03C2,00,6,00,C196,0000,1
17,00169E,0000,0000C198,0000006C,00,03,0C,80,00,0000,03C3,00,4,00,C198,0000,1
17,00169E,0000,0000C19A,0000006D,00,03,0D,80,00,0000,03C3,00,4,00,C19A,0000,1
17,00169E,0000,0000C19C,0000006E,00,03,0E,80,00,0000,03C3,00,6,00,C19C,0000,1
17,00169E,0000,0000C19E,0000006F,00,03,0F,80,00,0000,03C3,00,6,00,C19E,0000,1
17,00169E,0000,0000C1A0,00000070,00,03,10,80,00,0000,03C4,00,4,00,C1A0,0000,1
17,00169E,0000,0000C1A2,00000071,00,03,11,80,00,0000,03C4,00,4,00,C1A2,0000,1
17,00169E,0000,0000C1A4,00000072,00,03,12,80,00,0000,03C4,00,6,00,C1A4,0000,1
17,00169E,0000,0000C1A6,00000073,00,03,13,80,00,0000,03C4,00,6,00,C1A6,0000,1
17,00169E,0000,0000C1A8,00000074,00,03,14,80,00,0000,03C5,00,4,00,C1A8,0000,1
17,00169E,0000,0000C1AA,00000075,00,03,15,80,00,0000,03C5,00,4,00,C1AA,0000,1
17,00169E,0000,0000C1AC,00000076,00,03,16,80,00,0000,03C5,00,6,00,C1AC,0000,1
17,00169E,0000,0000C1AE,00000077,00,03,17,80,00,0000,03C5,00,6,00,C1AE,0000,1
17,00169E,0000,0000C1B0,00000078,00,03,18,80,00,0000,03C6,00,4,00,C1B0,0000,1
17,00169E,0000,0000C1B2,00000079,00,03,19,80,00,0000,03C6,00,4,00,C1B2,0000,1
17,00169E,0000,0000C1B4,0000007A,00,03,1A,80,00,0000,03C6,00,6,00,C1B4,0000,1
17,00169E,0000,0000C1B6,0000007B,00,03,1B,80,00,0000,03C6,00,6,00,C1B6,0000,1
17,00169E,0000,0000C1B8,0000007C,00,03,1C,80,00,0000,03C7,00,4,00,C1B8,0000,1
17,00169E,0000,0000C1BA,0000007D,00,03,1D,80,00,0000,03C7,00,4,00,C1BA,0000,1
17,00169E,0000,0000C1BC,0000007E,00,03,1E,80,00,0000,03C7,00,6,00,C1BC,0000,1
17,00169E,0000,0000C1BE,0000007F,00,03,1F,80,00,0000,03C7,00,6,00,C1BE,0000,1
17,00169E,0000,0000C200,00000080,00,04,00,80,00,0000,03C8,00,0,00,C200,0000,1
17,00169E,0000,0000C202,00000081,00,04,01,80,00,0000,03C8,00,0,00,C202,0000,1
17,00169E,0000,0000C204,00000082,00,04,02,80,00,0000,03C8,00,2,00,C204,0000,1
17,00169E,0000,0000C206,00000083,00,04,03,80,00,0000,03C8,00,2,00,C206,0000,1
17,00169E,0000,0000C208,00000084,00,04,04,80,00,0000,03C9,00,0,00,C208,0000,1
17,00169E,0000,0000C20A,00000085,00,04,05,80,00,0000,03C9,00,0,00,C20A,0000,1
17,00169E,0000,0000C20C,00000086,00,04,06,80,00,0000,03C9,00,2,00,C20C,0000,1
17,00169E,0000,0000C20E,00000087,00,04,07,80,00,0000,03C9,00,2,00,C20E,0000,1
17,00169E,0000,0000C210,00000088,00,04,08,80,00,0000,03CA,00,0,00,C210,0000,1
17,00169E,0000,0000C212,00000089,00,04,09,80,00,0000,03CA,00,0,00,C212,0000,1
17,00169E,0000,0000C214,0000008A,00,04,0A,80,00,0000,03CA,00,2,00,C214,0000,1
17,00169E,0000,0000C216,0000008B,00,04,0B,80,00,0000,03CA,00,2,00,C216,0000,1
17,00169E,0000,0000C218,0000008C,00,04,0C,80,00,0000,03CB,00,0,00,C218,0000,1
17,00169E,0000,0000C21A,0000008D,00,04,0D,80,00,0000,03CB,00,0,00,C21A,0000,1
17,00169E,0000,0000C21C,0000008E,00,04,0E,80,00,0000,03CB,00,2,00,C21C,0000,1
17,00169E,0000,0000C21E,0000008F,00,04,0F,80,00,0000,03CB,00,2,00,C21E,0000,1
17,00169E,0000,0000C220,00000090,00,04,10,80,00,0000,03CC,00,0,00,C220,0000,1
17,00169E,0000,0000C222,00000091,00,04,11,80,00,0000,03CC,00,0,00,C222,0000,1
17,00169E,0000,0000C224,00000092,00,04,12,80,00,0000,03CC,00,2,00,C224,0000,1
17,00169E,0000,0000C226,00000093,00,04,13,80,00,0000,03CC,00,2,00,C226,0000,1
17,00169E,0000,0000C228,00000094,00,04,14,80,00,0000,03CD,00,0,00,C228,0000,1
17,00169E,0000,0000C22A,00000095,00,04,15,80,00,0000,03CD,00,0,00,C22A,0000,1
17,00169E,0000,0000C22C,00000096,00,04,16,80,00,0000,03CD,00,2,00,C22C,0000,1
17,00169E,0000,0000C22E,00000097,00,04,17,80,00,0000,03CD,00,2,00,C22E,0000,1
17,00169E,0000,0000C230,00000098,00,04,18,80,00,0000,03CE,00,0,00,C230,0000,1
17,00169E,0000,0000C232,00000099,00,04,19,80,00,0000,03CE,00,0,00,C232,0000,1
17,00169E,0000,0000C234,0000009A,00,04,1A,80,00,0000,03CE,00,2,00,C234,0000,1
17,00169E,0000,0000C236,0000009B,00,04,1B,80,00,0000,03CE,00,2,00,C236,0000,1
17,00169E,0000,0000C238,0000009C,00,04,1C,80,00,0000,03CF,00,0,00,C238,0000,1
17,00169E,0000,0000C23A,0000009D,00,04,1D,80,00,0000,03CF,00,0,00,C23A,0000,1
17,00169E,0000,0000C23C,0000009E,00,04,1E,80,00,0000,03CF,00,2,00,C23C,0000,1
17,00169E,0000,0000C23E,0000009F,00,04,1F,80,00,0000,03CF,00,2,00,C23E,0000,1
17,00169E,0000,0000C280,000000A0,00,05,00,80,00,0000,03C8,00,0,00,C280,0000,1
17,00169E,0000,0000C282,000000A1,00,05,01,80,00,0000,03C8,00,0,00,C282,0000,1
17,00169E,0000,0000C284,000000A2,00,05,02,80,00,0000,03C8,00,2,00,C284,0000,1
17,00169E,0000,0000C286,000000A3,00,05,03,80,00,0000,03C8,00,2,00,C286,0000,1
17,00169E,0000,0000C288,000000A4,00,05,04,80,00,0000,03C9,00,0,00,C288,0000,1
18,00169E,0000,0000C28A,000000A5,00,05,05,80,00,0000,03C9,00,0,00,C28A,0000,1
18,00169E,0000,0000C28C,000000A6,00,05,06,80,00,0000,03C9,00,2,00,C28C,0000,1
18,00169E,0000,0000C28E,000000A7,00,05,07,80,00,0000,03C9,00,2,00,C28E,0000,1
18,00169E,0000,0000C290,000000A8,00,05,08,80,00,0000,03CA,00,0,00,C290,0000,1
18,00169E,0000,0000C292,000000A9,00,05,09,80,00,0000,03CA,00,0,00,C292,0000,1
18,00169E,0000,0000C294,000000AA,00,05,0A,80,00,0000,03CA,00,2,00,C294,0000,1
18,00169E,0000,0000C296,000000AB,00,05,0B,80,00,0000,03CA,00,2,00,C296,0000,1
18,00169E,0000,0000C298,000000AC,00,05,0C,80,00,0000,03CB,00,0,00,C298,0000,1
18,00169E,0000,0000C29A,000000AD,00,05,0D,80,00,0000,03CB,00,0,00,C29A,0000,1
18,00169E,0000,0000C29C,000000AE,00,05,0E,80,00,0000,03CB,00,2,00,C29C,0000,1
18,00169E,0000,0000C29E,000000AF,00,05,0F,80,00,0000,03CB,00,2,00,C29E,0000,1
18,00169E,0000,0000C2A0,000000B0,00,05,10,80,00,0000,03CC,00,0,00,C2A0,0000,1
18,00169E,0000,0000C2A2,000000B1,00,05,11,80,00,0000,03CC,00,0,00,C2A2,0000,1
18,00169E,0000,0000C2A4,000000B2,00,05,12,80,00,0000,03CC,00,2,00,C2A4,0000,1
18,00169E,0000,0000C2A6,000000B3,00,05,13,80,00,0000,03CC,00,2,00,C2A6,0000,1
18,00169E,0000,0000C2A8,000000B4,00,05,14,80,00,0000,03CD,00,0,00,C2A8,0000,1
18,00169E,0000,0000C2AA,000000B5,00,05,15,80,00,0000,03CD,00,0,00,C2AA,0000,1
18,00169E,0000,0000C2AC,000000B6,00,05,16,80,00,0000,03CD,00,2,00,C2AC,0000,1
18,00169E,0000,0000C2AE,000000B7,00,05,17,80,00,0000,03CD,00,2,00,C2AE,0000,1
18,00169E,0000,0000C2B0,000000B8,00,05,18,80,00,0000,03CE,00,0,00,C2B0,0000,1
18,00169E,0000,0000C2B2,000000B9,00,05,19,80,00,0000,03CE,00,0,00,C2B2,0000,1
18,00169E,0000,0000C2B4,000000BA,00,05,1A,80,00,0000,03CE,00,2,00,C2B4,0000,1
18,00169E,0000,0000C2B6,000000BB,00,05,1B,80,00,0000,03CE,00,2,00,C2B6,0000,1
18,00169E,0000,0000C2B8,000000BC,00,05,1C,80,00,0000,03CF,00,0,00,C2B8,0000,1
18,00169E,0000,0000C2BA,000000BD,00,05,1D,80,00,0000,03CF,00,0,00,C2BA,0000,1
18,00169E,0000,0000C2BC,000000BE,00,05,1E,80,00,0000,03CF,00,2,00,C2BC,0000,1
18,00169E,0000,0000C2BE,000000BF,00,05,1F,80,00,0000,03CF,00,2,00,C2BE,0000,1
18,00169E,0000,0000C300,000000C0,00,06,00,80,00,0000,03C8,00,4,00,C300,0000,1
18,00169E,0000,0000C302,000000C1,00,06,01,80,00,0000,03C8,00,4,00,C302,0000,1
18,00169E,0000,0000C304,000000C2,00,06,02,80,00,0000,03C8,00,6,00,C304,0000,1
18,00169E,0000,0000C306,000000C3,00,06,03,80,00,0000,03C8,00,6,00,C306,0000,1
18,00169E,0000,0000C308,000000C4,00,06,04,80,00,0000,03C9,00,4,00,C308,0000,1
18,00169E,0000,0000C30A,000000C5,00,06,05,80,00,0000,03C9,00,4,00,C30A,0000,1
18,00169E,0000,0000C30C,000000C6,00,06,06,80,00,0000,03C9,00,6,00,C30C,0000,1
18,00169E,0000,0000C30E,000000C7,00,06,07,80,00,0000,03C9,00,6,00,C30E,0000,1
18,00169E,0000,0000C310,000000C8,00,06,08,80,00,0000,03CA,00,4,00,C310,0000,1
18,00169E,0000,0000C312,000000C9,00,06,09,80,00,0000,03CA,00,4,00,C312,0000,1
18,00169E,0000,0000C314,000000CA,00,06,0A,80,00,0000,03CA,00,6,00,C314,0000,1
18,00169E,0000,0000C316,000000CB,00,06,0B,80,00,0000,03CA,00,6,00,C316,0000,1
18,00169E,0000,0000C318,000000CC,00,06,0C,80,00,0000,03CB,00,4,00,C318,0000,1
18,00169E,0000,0000C31A,000000CD,00,06,0D,80,00,0000,03CB,00,4,00,C31A,0000,1
18,00169E,0000,0000C31C,000000CE,00,06,0E,80,00,0000,03CB,00,6,00,C31C,0000,1
18,00169E,0000,0000C31E,000000CF,00,06,0F,80,00,0000,03CB,00,6,00,C31E,0000,1
18,00169E,0000,0000C320,000000D0,00,06,10,80,00,0000,03CC,00,4,00,C320,0000,1
18,00169E,0000,0000C322,000000D1,00,06,11,80,00,0000,03CC,00,4,00,C322,0000,1
18,00169E,0000,0000C324,000000D2,00,06,12,80,00,0000,03CC,00,6,00,C324,0000,1
18,00169E,0000,0000C326,000000D3,00,06,13,80,00,0000,03CC,00,6,00,C326,0000,1
18,00169E,0000,0000C328,000000D4,00,06,14,80,00,0000,03CD,00,4,00,C328,0000,1
18,00169E,0000,0000C32A,000000D5,00,06,15,80,00,0000,03CD,00,4,00,C32A,0000,1
18,00169E,0000,0000C32C,000000D6,00,06,16,80,00,0000,03CD,00,6,00,C32C,0000,1
18,00169E,0000,0000C32E,000000D7,00,06,17,80,00,0000,03CD,00,6,00,C32E,0000,1
18,00169E,0000,0000C330,000000D8,00,06,18,80,00,0000,03CE,00,4,00,C330,0000,1
18,00169E,0000,0000C332,000000D9,00,06,19,80,00,0000,03CE,00,4,00,C332,0000,1
18,00169E,0000,0000C334,000000DA,00,06,1A,80,00,0000,03CE,00,6,00,C334,0000,1
18,00169E,0000,0000C336,000000DB,00,06,1B,80,00,0000,03CE,00,6,00,C336,0000,1
18,00169E,0000,0000C338,000000DC,00,06,1C,80,00,0000,03CF,00,4,00,C338,0000,1
18,00169E,0000,0000C33A,000000DD,00,06,1D,80,00,0000,03CF,00,4,00,C33A,0000,1
18,00169E,0000,0000C33C,000000DE,00,06,1E,80,00,0000,03CF,00,6,00,C33C,0000,1
18,00169E,0000,0000C33E,000000DF,00,06,1F,80,00,0000,03CF,00,6,00,C33E,0000,1
18,00169E,0000,0000C380,000000E0,00,07,00,80,00,0000,03C8,00,4,00,C380,0000,1
18,00169E,0000,0000C382,000000E1,00,07,01,80,00,0000,03C8,00,4,00,C382,0000,1
18,00169E,0000,0000C384,000000E2,00,07,02,80,00,0000,03C8,00,6,00,C384,0000,1
18,00169E,0000,0000C386,000000E3,00,07,03,80,00,0000,03C8,00,6,00,C386,0000,1
18,00169E,0000,0000C388,000000E4,00,07,04,80,00,0000,03C9,00,4,00,C388,0000,1
18,00169E,0000,0000C38A,000000E5,00,07,05,80,00,0000,03C9,00,4,00,C38A,0000,1
18,00169E,0000,0000C38C,000000E6,00,07,06,80,00,0000,03C9,00,6,00,C38C,0000,1
18,00169E,0000,0000C38E,000000E7,00,07,07,80,00,0000,03C9,00,6,00,C38E,0000,1
18,00169E,0000,0000C390,000000E8,00,07,08,80,00,0000,03CA,00,4,00,C390,0000,1
18,00169E,0000,0000C392,000000E9,00,07,09,80,00,0000,03CA,00,4,00,C392,0000,1
18,00169E,0000,0000C394,000000EA,00,07,0A,80,00,0000,03CA,00,6,00,C394,0000,1
18,00169E,0000,0000C396,000000EB,00,07,0B,80,00,0000,03CA,00,6,00,C396,0000,1
18,00169E,0000,0000C398,000000EC,00,07,0C,80,00,0000,03CB,00,4,00,C398,0000,1
18,00169E,0000,0000C39A,000000ED,00,07,0D,80,00,0000,03CB,00,4,00,C39A,0000,1
18,00169E,0000,0000C39C,000000EE,00,07,0E,80,00,0000,03CB,00,6,00,C39C,0000,1
18,00169E,0000,0000C39E,000000EF,00,07,0F,80,00,0000,03CB,00,6,00,C39E,0000,1
18,00169E,0000,0000C3A0,000000F0,00,07,10,80,00,0000,03CC,00,4,00,C3A0,0000,1
18,00169E,0000,0000C3A2,000000F1,00,07,11,80,00,0000,03CC,00,4,00,C3A2,0000,1
18,00169E,0000,0000C3A4,000000F2,00,07,12,80,00,0000,03CC,00,6,00,C3A4,0000,1
18,00169E,0000,0000C3A6,000000F3,00,07,13,80,00,0000,03CC,00,6,00,C3A6,0000,1
18,00169E,0000,0000C3A8,000000F4,00,07,14,80,00,0000,03CD,00,4,00,C3A8,0000,1
18,00169E,0000,0000C3AA,000000F5,00,07,15,80,00,0000,03CD,00,4,00,C3AA,0000,1
18,00169E,0000,0000C3AC,000000F6,00,07,16,80,00,0000,03CD,00,6,00,C3AC,0000,1
18,00169E,0000,0000C3AE,000000F7,00,07,17,80,00,0000,03CD,00,6,00,C3AE,0000,1
18,00169E,0000,0000C3B0,000000F8,00,07,18,80,00,0000,03CE,00,4,00,C3B0,0000,1
18,00169E,0000,0000C3B2,000000F9,00,07,19,80,00,0000,03CE,00,4,00,C3B2,0000,1
18,00169E,0000,0000C3B4,000000FA,00,07,1A,80,00,0000,03CE,00,6,00,C3B4,0000,1
18,00169E,0000,0000C3B6,000000FB,00,07,1B,80,00,0000,03CE,00,6,00,C3B6,0000,1
18,00169E,0000,0000C3B8,000000FC,00,07,1C,80,00,0000,03CF,00,4,00,C3B8,0000,1
18,00169E,0000,0000C3BA,000000FD,00,07,1D,80,00,0000,03CF,00,4,00,C3BA,0000,1
18,00169E,0000,0000C3BC,000000FE,00,07,1E,80,00,0000,03CF,00,6,00,C3BC,0000,1
18,00169E,0000,0000C3BE,000000FF,00,07,1F,80,00,0000,03CF,00,6,00,C3BE,0000,1
18,00169E,0000,0000C400,00000100,00,08,00,80,00,0000,03D0,00,0,00,C400,0000,1
18,00169E,0000,0000C402,00000101,00,08,01,80,00,0000,03D0,00,0,00,C402,0000,1
18,00169E,0000,0000C404,00000102,00,08,02,80,00,0000,03D0,00,2,00,C404,0000,1
18,00169E,0000,0000C406,00000103,00,08,03,80,00,0000,03D0,00,2,00,C406,0000,1
18,00169E,0000,0000C408,00000104,00,08,04,80,00,0000,03D1,00,0,00,C408,0000,1
18,00169E,0000,0000C40A,00000105,00,08,05,80,00,0000,03D1,00,0,00,C40A,0000,1
18,00169E,0000,0000C40C,00000106,00,08,06,80,00,0000,03D1,00,2,00,C40C,0000,1
18,00169E,0000,0000C40E,00000107,00,08,07,80,00,0000,03D1,00,2,00,C40E,0000,1
18,00169E,0000,0000C410,00000108,00,08,08,80,00,0000,03D2,00,0,00,C410,0000,1
18,00169E,0000,0000C412,00000109,00,08,09,80,00,0000,03D2,00,0,00,C412,0000,1
18,00169E,0000,0000C414,0000010A,00,08,0A,80,00,0000,03D2,00,2,00,C414,0000,1
