frame,pc,value,d0_plane_addr,d4_nt_addr,nt_page,nt_row,nt_col,ppuctrl,shadow_tile,tile_base,attr_addr,attr_byte,attr_shift,palette_bits,expected_plane_addr,expected_tileword,matches_renderer
54,000EE6,0024,0000C000,00000000,00,00,00,80,24,0024,03C0,24,0,00,C000,0024,1
54,000EE6,0024,0000C002,00000001,00,00,01,80,24,0024,03C0,24,0,00,C002,0024,1
54,000EE6,2024,0000C004,00000002,00,00,02,80,24,0024,03C0,24,2,01,C004,2024,1
54,000EE6,2024,0000C006,00000003,00,00,03,80,24,0024,03C0,24,2,01,C006,2024,1
54,000EE6,0024,0000C008,00000004,00,00,04,80,24,0024,03C1,24,0,00,C008,0024,1
54,000EE6,0024,0000C00A,00000005,00,00,05,80,24,0024,03C1,24,0,00,C00A,0024,1
54,000EE6,2024,0000C00C,00000006,00,00,06,80,24,0024,03C1,24,2,01,C00C,2024,1
54,000EE6,2024,0000C00E,00000007,00,00,07,80,24,0024,03C1,24,2,01,C00E,2024,1
54,000EE6,0024,0000C010,00000008,00,00,08,80,24,0024,03C2,24,0,00,C010,0024,1
54,000EE6,0024,0000C012,00000009,00,00,09,80,24,0024,03C2,24,0,00,C012,0024,1
54,000EE6,2024,0000C014,0000000A,00,00,0A,80,24,0024,03C2,24,2,01,C014,2024,1
54,000EE6,2024,0000C016,0000000B,00,00,0B,80,24,0024,03C2,24,2,01,C016,2024,1
54,000EE6,0024,0000C018,0000000C,00,00,0C,80,24,0024,03C3,24,0,00,C018,0024,1
54,000EE6,0024,0000C01A,0000000D,00,00,0D,80,24,0024,03C3,24,0,00,C01A,0024,1
54,000EE6,2024,0000C01C,0000000E,00,00,0E,80,24,0024,03C3,24,2,01,C01C,2024,1
54,000EE6,2024,0000C01E,0000000F,00,00,0F,80,24,0024,03C3,24,2,01,C01E,2024,1
54,000EE6,0024,0000C020,00000010,00,00,10,80,24,0024,03C4,24,0,00,C020,0024,1
54,000EE6,0024,0000C022,00000011,00,00,11,80,24,0024,03C4,24,0,00,C022,0024,1
54,000EE6,2024,0000C024,00000012,00,00,12,80,24,0024,03C4,24,2,01,C024,2024,1
54,000EE6,2024,0000C026,00000013,00,00,13,80,24,0024,03C4,24,2,01,C026,2024,1
54,000EE6,0024,0000C028,00000014,00,00,14,80,24,0024,03C5,24,0,00,C028,0024,1
54,000EE6,0024,0000C02A,00000015,00,00,15,80,24,0024,03C5,24,0,00,C02A,0024,1
54,000EE6,2024,0000C02C,00000016,00,00,16,80,24,0024,03C5,24,2,01,C02C,2024,1
54,000EE6,2024,0000C02E,00000017,00,00,17,80,24,0024,03C5,24,2,01,C02E,2024,1
54,000EE6,0024,0000C030,00000018,00,00,18,80,24,0024,03C6,24,0,00,C030,0024,1
54,000EE6,0024,0000C032,00000019,00,00,19,80,24,0024,03C6,24,0,00,C032,0024,1
54,000EE6,2024,0000C034,0000001A,00,00,1A,80,24,0024,03C6,24,2,01,C034,2024,1
54,000EE6,2024,0000C036,0000001B,00,00,1B,80,24,0024,03C6,24,2,01,C036,2024,1
54,000EE6,0024,0000C038,0000001C,00,00,1C,80,24,0024,03C7,24,0,00,C038,0024,1
54,000EE6,0024,0000C03A,0000001D,00,00,1D,80,24,0024,03C7,24,0,00,C03A,0024,1
54,000EE6,2024,0000C03C,0000001E,00,00,1E,80,24,0024,03C7,24,2,01,C03C,2024,1
54,000EE6,2024,0000C03E,0000001F,00,00,1F,80,24,0024,03C7,24,2,01,C03E,2024,1
54,000EE6,0024,0000C080,00000020,00,01,00,80,24,0024,03C0,24,0,00,C080,0024,1
54,000EE6,0024,0000C082,00000021,00,01,01,80,24,0024,03C0,24,0,00,C082,0024,1
54,000EE6,2024,0000C084,00000022,00,01,02,80,24,0024,03C0,24,2,01,C084,2024,1
54,000EE6,2024,0000C086,00000023,00,01,03,80,24,0024,03C0,24,2,01,C086,2024,1
54,000EE6,0024,0000C088,00000024,00,01,04,80,24,0024,03C1,24,0,00,C088,0024,1
54,000EE6,0024,0000C08A,00000025,00,01,05,80,24,0024,03C1,24,0,00,C08A,0024,1
54,000EE6,2024,0000C08C,00000026,00,01,06,80,24,0024,03C1,24,2,01,C08C,2024,1
54,000EE6,2024,0000C08E,00000027,00,01,07,80,24,0024,03C1,24,2,01,C08E,2024,1
54,000EE6,0024,0000C090,00000028,00,01,08,80,24,0024,03C2,24,0,00,C090,0024,1
54,000EE6,0024,0000C092,00000029,00,01,09,80,24,0024,03C2,24,0,00,C092,0024,1
54,000EE6,2024,0000C094,0000002A,00,01,0A,80,24,0024,03C2,24,2,01,C094,2024,1
54,000EE6,2024,0000C096,0000002B,00,01,0B,80,24,0024,03C2,24,2,01,C096,2024,1
54,000EE6,0024,0000C098,0000002C,00,01,0C,80,24,0024,03C3,24,0,00,C098,0024,1
54,000EE6,0024,0000C09A,0000002D,00,01,0D,80,24,0024,03C3,24,0,00,C09A,0024,1
54,000EE6,2024,0000C09C,0000002E,00,01,0E,80,24,0024,03C3,24,2,01,C09C,2024,1
54,000EE6,2024,0000C09E,0000002F,00,01,0F,80,24,0024,03C3,24,2,01,C09E,2024,1
54,000EE6,0024,0000C0A0,00000030,00,01,10,80,24,0024,03C4,24,0,00,C0A0,0024,1
54,000EE6,0024,0000C0A2,00000031,00,01,11,80,24,0024,03C4,24,0,00,C0A2,0024,1
54,000EE6,2024,0000C0A4,00000032,00,01,12,80,24,0024,03C4,24,2,01,C0A4,2024,1
54,000EE6,2024,0000C0A6,00000033,00,01,13,80,24,0024,03C4,24,2,01,C0A6,2024,1
54,000EE6,0024,0000C0A8,00000034,00,01,14,80,24,0024,03C5,24,0,00,C0A8,0024,1
54,000EE6,0024,0000C0AA,00000035,00,01,15,80,24,0024,03C5,24,0,00,C0AA,0024,1
54,000EE6,2024,0000C0AC,00000036,00,01,16,80,24,0024,03C5,24,2,01,C0AC,2024,1
54,000EE6,2024,0000C0AE,00000037,00,01,17,80,24,0024,03C5,24,2,01,C0AE,2024,1
54,000EE6,0024,0000C0B0,00000038,00,01,18,80,24,0024,03C6,24,0,00,C0B0,0024,1
54,000EE6,0024,0000C0B2,00000039,00,01,19,80,24,0024,03C6,24,0,00,C0B2,0024,1
54,000EE6,2024,0000C0B4,0000003A,00,01,1A,80,24,0024,03C6,24,2,01,C0B4,2024,1
54,000EE6,2024,0000C0B6,0000003B,00,01,1B,80,24,0024,03C6,24,2,01,C0B6,2024,1
54,000EE6,0024,0000C0B8,0000003C,00,01,1C,80,24,0024,03C7,24,0,00,C0B8,0024,1
54,000EE6,0024,0000C0BA,0000003D,00,01,1D,80,24,0024,03C7,24,0,00,C0BA,0024,1
54,000EE6,2024,0000C0BC,0000003E,00,01,1E,80,24,0024,03C7,24,2,01,C0BC,2024,1
54,000EE6,2024,0000C0BE,0000003F,00,01,1F,80,24,0024,03C7,24,2,01,C0BE,2024,1
54,000EE6,4024,0000C100,00000040,00,02,00,80,24,0024,03C0,24,4,02,C100,4024,1
54,000EE6,4024,0000C102,00000041,00,02,01,80,24,0024,03C0,24,4,02,C102,4024,1
54,000EE6,0024,0000C104,00000042,00,02,02,80,24,0024,03C0,24,6,00,C104,0024,1
54,000EE6,0024,0000C106,00000043,00,02,03,80,24,0024,03C0,24,6,00,C106,0024,1
54,000EE6,4024,0000C108,00000044,00,02,04,80,24,0024,03C1,24,4,02,C108,4024,1
54,000EE6,4024,0000C10A,00000045,00,02,05,80,24,0024,03C1,24,4,02,C10A,4024,1
54,000EE6,0024,0000C10C,00000046,00,02,06,80,24,0024,03C1,24,6,00,C10C,0024,1
54,000EE6,0024,0000C10E,00000047,00,02,07,80,24,0024,03C1,24,6,00,C10E,0024,1
54,000EE6,4024,0000C110,00000048,00,02,08,80,24,0024,03C2,24,4,02,C110,4024,1
54,000EE6,4024,0000C112,00000049,00,02,09,80,24,0024,03C2,24,4,02,C112,4024,1
54,000EE6,0024,0000C114,0000004A,00,02,0A,80,24,0024,03C2,24,6,00,C114,0024,1
54,000EE6,0024,0000C116,0000004B,00,02,0B,80,24,0024,03C2,24,6,00,C116,0024,1
54,000EE6,4024,0000C118,0000004C,00,02,0C,80,24,0024,03C3,24,4,02,C118,4024,1
54,000EE6,4024,0000C11A,0000004D,00,02,0D,80,24,0024,03C3,24,4,02,C11A,4024,1
54,000EE6,0024,0000C11C,0000004E,00,02,0E,80,24,0024,03C3,24,6,00,C11C,0024,1
54,000EE6,0024,0000C11E,0000004F,00,02,0F,80,24,0024,03C3,24,6,00,C11E,0024,1
54,000EE6,4024,0000C120,00000050,00,02,10,80,24,0024,03C4,24,4,02,C120,4024,1
54,000EE6,4024,0000C122,00000051,00,02,11,80,24,0024,03C4,24,4,02,C122,4024,1
54,000EE6,0024,0000C124,00000052,00,02,12,80,24,0024,03C4,24,6,00,C124,0024,1
54,000EE6,0024,0000C126,00000053,00,02,13,80,24,0024,03C4,24,6,00,C126,0024,1
54,000EE6,4024,0000C128,00000054,00,02,14,80,24,0024,03C5,24,4,02,C128,4024,1
54,000EE6,4024,0000C12A,00000055,00,02,15,80,24,0024,03C5,24,4,02,C12A,4024,1
54,000EE6,0024,0000C12C,00000056,00,02,16,80,24,0024,03C5,24,6,00,C12C,0024,1
54,000EE6,0024,0000C12E,00000057,00,02,17,80,24,0024,03C5,24,6,00,C12E,0024,1
54,000EE6,4024,0000C130,00000058,00,02,18,80,24,0024,03C6,24,4,02,C130,4024,1
54,000EE6,4024,0000C132,00000059,00,02,19,80,24,0024,03C6,24,4,02,C132,4024,1
54,000EE6,0024,0000C134,0000005A,00,02,1A,80,24,0024,03C6,24,6,00,C134,0024,1
54,000EE6,0024,0000C136,0000005B,00,02,1B,80,24,0024,03C6,24,6,00,C136,0024,1
54,000EE6,4024,0000C138,0000005C,00,02,1C,80,24,0024,03C7,24,4,02,C138,4024,1
54,000EE6,4024,0000C13A,0000005D,00,02,1D,80,24,0024,03C7,24,4,02,C13A,4024,1
54,000EE6,0024,0000C13C,0000005E,00,02,1E,80,24,0024,03C7,24,6,00,C13C,0024,1
54,000EE6,0024,0000C13E,0000005F,00,02,1F,80,24,0024,03C7,24,6,00,C13E,0024,1
54,000EE6,4024,0000C180,00000060,00,03,00,80,24,0024,03C0,24,4,02,C180,4024,1
54,000EE6,4024,0000C182,00000061,00,03,01,80,24,0024,03C0,24,4,02,C182,4024,1
54,000EE6,0024,0000C184,00000062,00,03,02,80,24,0024,03C0,24,6,00,C184,0024,1
54,000EE6,0024,0000C186,00000063,00,03,03,80,24,0024,03C0,24,6,00,C186,0024,1
54,000EE6,4024,0000C188,00000064,00,03,04,80,24,0024,03C1,24,4,02,C188,4024,1
54,000EE6,4024,0000C18A,00000065,00,03,05,80,24,0024,03C1,24,4,02,C18A,4024,1
54,000EE6,0024,0000C18C,00000066,00,03,06,80,24,0024,03C1,24,6,00,C18C,0024,1
54,000EE6,0024,0000C18E,00000067,00,03,07,80,24,0024,03C1,24,6,00,C18E,0024,1
54,000EE6,4024,0000C190,00000068,00,03,08,80,24,0024,03C2,24,4,02,C190,4024,1
54,000EE6,4024,0000C192,00000069,00,03,09,80,24,0024,03C2,24,4,02,C192,4024,1
54,000EE6,0024,0000C194,0000006A,00,03,0A,80,24,0024,03C2,24,6,00,C194,0024,1
54,000EE6,0024,0000C196,0000006B,00,03,0B,80,24,0024,03C2,24,6,00,C196,0024,1
54,000EE6,4024,0000C198,0000006C,00,03,0C,80,24,0024,03C3,24,4,02,C198,4024,1
54,000EE6,4024,0000C19A,0000006D,00,03,0D,80,24,0024,03C3,24,4,02,C19A,4024,1
54,000EE6,0024,0000C19C,0000006E,00,03,0E,80,24,0024,03C3,24,6,00,C19C,0024,1
54,000EE6,0024,0000C19E,0000006F,00,03,0F,80,24,0024,03C3,24,6,00,C19E,0024,1
54,000EE6,4024,0000C1A0,00000070,00,03,10,80,24,0024,03C4,24,4,02,C1A0,4024,1
54,000EE6,4024,0000C1A2,00000071,00,03,11,80,24,0024,03C4,24,4,02,C1A2,4024,1
54,000EE6,0024,0000C1A4,00000072,00,03,12,80,24,0024,03C4,24,6,00,C1A4,0024,1
54,000EE6,0024,0000C1A6,00000073,00,03,13,80,24,0024,03C4,24,6,00,C1A6,0024,1
54,000EE6,4024,0000C1A8,00000074,00,03,14,80,24,0024,03C5,24,4,02,C1A8,4024,1
54,000EE6,4024,0000C1AA,00000075,00,03,15,80,24,0024,03C5,24,4,02,C1AA,4024,1
54,000EE6,0024,0000C1AC,00000076,00,03,16,80,24,0024,03C5,24,6,00,C1AC,0024,1
54,000EE6,0024,0000C1AE,00000077,00,03,17,80,24,0024,03C5,24,6,00,C1AE,0024,1
54,000EE6,4024,0000C1B0,00000078,00,03,18,80,24,0024,03C6,24,4,02,C1B0,4024,1
54,000EE6,4024,0000C1B2,00000079,00,03,19,80,24,0024,03C6,24,4,02,C1B2,4024,1
54,000EE6,0024,0000C1B4,0000007A,00,03,1A,80,24,0024,03C6,24,6,00,C1B4,0024,1
54,000EE6,0024,0000C1B6,0000007B,00,03,1B,80,24,0024,03C6,24,6,00,C1B6,0024,1
54,000EE6,4024,0000C1B8,0000007C,00,03,1C,80,24,0024,03C7,24,4,02,C1B8,4024,1
54,000EE6,4024,0000C1BA,0000007D,00,03,1D,80,24,0024,03C7,24,4,02,C1BA,4024,1
54,000EE6,0024,0000C1BC,0000007E,00,03,1E,80,24,0024,03C7,24,6,00,C1BC,0024,1
54,000EE6,0024,0000C1BE,0000007F,00,03,1F,80,24,0024,03C7,24,6,00,C1BE,0024,1
54,000EE6,0024,0000C200,00000080,00,04,00,80,24,0024,03C8,24,0,00,C200,0024,1
54,000EE6,0024,0000C202,00000081,00,04,01,80,24,0024,03C8,24,0,00,C202,0024,1
54,000EE6,2024,0000C204,00000082,00,04,02,80,24,0024,03C8,24,2,01,C204,2024,1
54,000EE6,2024,0000C206,00000083,00,04,03,80,24,0024,03C8,24,2,01,C206,2024,1
54,000EE6,0024,0000C208,00000084,00,04,04,80,24,0024,03C9,24,0,00,C208,0024,1
54,000EE6,0024,0000C20A,00000085,00,04,05,80,24,0024,03C9,24,0,00,C20A,0024,1
54,000EE6,2024,0000C20C,00000086,00,04,06,80,24,0024,03C9,24,2,01,C20C,2024,1
54,000EE6,2024,0000C20E,00000087,00,04,07,80,24,0024,03C9,24,2,01,C20E,2024,1
54,000EE6,0024,0000C210,00000088,00,04,08,80,24,0024,03CA,24,0,00,C210,0024,1
54,000EE6,0024,0000C212,00000089,00,04,09,80,24,0024,03CA,24,0,00,C212,0024,1
54,000EE6,2024,0000C214,0000008A,00,04,0A,80,24,0024,03CA,24,2,01,C214,2024,1
54,000EE6,2024,0000C216,0000008B,00,04,0B,80,24,0024,03CA,24,2,01,C216,2024,1
54,000EE6,0024,0000C218,0000008C,00,04,0C,80,24,0024,03CB,24,0,00,C218,0024,1
54,000EE6,0024,0000C21A,0000008D,00,04,0D,80,24,0024,03CB,24,0,00,C21A,0024,1
54,000EE6,2024,0000C21C,0000008E,00,04,0E,80,24,0024,03CB,24,2,01,C21C,2024,1
54,000EE6,2024,0000C21E,0000008F,00,04,0F,80,24,0024,03CB,24,2,01,C21E,2024,1
54,000EE6,0024,0000C220,00000090,00,04,10,80,24,0024,03CC,24,0,00,C220,0024,1
54,000EE6,0024,0000C222,00000091,00,04,11,80,24,0024,03CC,24,0,00,C222,0024,1
54,000EE6,2024,0000C224,00000092,00,04,12,80,24,0024,03CC,24,2,01,C224,2024,1
54,000EE6,2024,0000C226,00000093,00,04,13,80,24,0024,03CC,24,2,01,C226,2024,1
54,000EE6,0024,0000C228,00000094,00,04,14,80,24,0024,03CD,24,0,00,C228,0024,1
54,000EE6,0024,0000C22A,00000095,00,04,15,80,24,0024,03CD,24,0,00,C22A,0024,1
54,000EE6,2024,0000C22C,00000096,00,04,16,80,24,0024,03CD,24,2,01,C22C,2024,1
54,000EE6,2024,0000C22E,00000097,00,04,17,80,24,0024,03CD,24,2,01,C22E,2024,1
54,000EE6,0024,0000C230,00000098,00,04,18,80,24,0024,03CE,24,0,00,C230,0024,1
54,000EE6,0024,0000C232,00000099,00,04,19,80,24,0024,03CE,24,0,00,C232,0024,1
54,000EE6,2024,0000C234,0000009A,00,04,1A,80,24,0024,03CE,24,2,01,C234,2024,1
54,000EE6,2024,0000C236,0000009B,00,04,1B,80,24,0024,03CE,24,2,01,C236,2024,1
54,000EE6,0024,0000C238,0000009C,00,04,1C,80,24,0024,03CF,24,0,00,C238,0024,1
54,000EE6,0024,0000C23A,0000009D,00,04,1D,80,24,0024,03CF,24,0,00,C23A,0024,1
54,000EE6,2024,0000C23C,0000009E,00,04,1E,80,24,0024,03CF,24,2,01,C23C,2024,1
54,000EE6,2024,0000C23E,0000009F,00,04,1F,80,24,0024,03CF,24,2,01,C23E,2024,1
54,000EE6,0024,0000C280,000000A0,00,05,00,80,24,0024,03C8,24,0,00,C280,0024,1
54,000EE6,0024,0000C282,000000A1,00,05,01,80,24,0024,03C8,24,0,00,C282,0024,1
54,000EE6,2024,0000C284,000000A2,00,05,02,80,24,0024,03C8,24,2,01,C284,2024,1
54,000EE6,2024,0000C286,000000A3,00,05,03,80,24,0024,03C8,24,2,01,C286,2024,1
54,000EE6,0024,0000C288,000000A4,00,05,04,80,24,0024,03C9,24,0,00,C288,0024,1
54,000EE6,0024,0000C28A,000000A5,00,05,05,80,24,0024,03C9,24,0,00,C28A,0024,1
54,000EE6,2024,0000C28C,000000A6,00,05,06,80,24,0024,03C9,24,2,01,C28C,2024,1
54,000EE6,2024,0000C28E,000000A7,00,05,07,80,24,0024,03C9,24,2,01,C28E,2024,1
54,000EE6,0024,0000C290,000000A8,00,05,08,80,24,0024,03CA,24,0,00,C290,0024,1
54,000EE6,0024,0000C292,000000A9,00,05,09,80,24,0024,03CA,24,0,00,C292,0024,1
54,000EE6,2024,0000C294,000000AA,00,05,0A,80,24,0024,03CA,24,2,01,C294,2024,1
54,000EE6,2024,0000C296,000000AB,00,05,0B,80,24,0024,03CA,24,2,01,C296,2024,1
54,000EE6,0024,0000C298,000000AC,00,05,0C,80,24,0024,03CB,24,0,00,C298,0024,1
54,000EE6,0024,0000C29A,000000AD,00,05,0D,80,24,0024,03CB,24,0,00,C29A,0024,1
54,000EE6,2024,0000C29C,000000AE,00,05,0E,80,24,0024,03CB,24,2,01,C29C,2024,1
54,000EE6,2024,0000C29E,000000AF,00,05,0F,80,24,0024,03CB,24,2,01,C29E,2024,1
54,000EE6,0024,0000C2A0,000000B0,00,05,10,80,24,0024,03CC,24,0,00,C2A0,0024,1
54,000EE6,0024,0000C2A2,000000B1,00,05,11,80,24,0024,03CC,24,0,00,C2A2,0024,1
54,000EE6,2024,0000C2A4,000000B2,00,05,12,80,24,0024,03CC,24,2,01,C2A4,2024,1
54,000EE6,2024,0000C2A6,000000B3,00,05,13,80,24,0024,03CC,24,2,01,C2A6,2024,1
54,000EE6,0024,0000C2A8,000000B4,00,05,14,80,24,0024,03CD,24,0,00,C2A8,0024,1
54,000EE6,0024,0000C2AA,000000B5,00,05,15,80,24,0024,03CD,24,0,00,C2AA,0024,1
54,000EE6,2024,0000C2AC,000000B6,00,05,16,80,24,0024,03CD,24,2,01,C2AC,2024,1
54,000EE6,2024,0000C2AE,000000B7,00,05,17,80,24,0024,03CD,24,2,01,C2AE,2024,1
54,000EE6,0024,0000C2B0,000000B8,00,05,18,80,24,0024,03CE,24,0,00,C2B0,0024,1
54,000EE6,0024,0000C2B2,000000B9,00,05,19,80,24,0024,03CE,24,0,00,C2B2,0024,1
54,000EE6,2024,0000C2B4,000000BA,00,05,1A,80,24,0024,03CE,24,2,01,C2B4,2024,1
54,000EE6,2024,0000C2B6,000000BB,00,05,1B,80,24,0024,03CE,24,2,01,C2B6,2024,1
54,000EE6,0024,0000C2B8,000000BC,00,05,1C,80,24,0024,03CF,24,0,00,C2B8,0024,1
54,000EE6,0024,0000C2BA,000000BD,00,05,1D,80,24,0024,03CF,24,0,00,C2BA,0024,1
55,000EE6,2024,0000C2BC,000000BE,00,05,1E,80,24,0024,03CF,24,2,01,C2BC,2024,1
55,000EE6,2024,0000C2BE,000000BF,00,05,1F,80,24,0024,03CF,24,2,01,C2BE,2024,1
55,000EE6,4024,0000C300,000000C0,00,06,00,80,24,0024,03C8,24,4,02,C300,4024,1
55,000EE6,4024,0000C302,000000C1,00,06,01,80,24,0024,03C8,24,4,02,C302,4024,1
55,000EE6,0024,0000C304,000000C2,00,06,02,80,24,0024,03C8,24,6,00,C304,0024,1
55,000EE6,0024,0000C306,000000C3,00,06,03,80,24,0024,03C8,24,6,00,C306,0024,1
55,000EE6,4024,0000C308,000000C4,00,06,04,80,24,0024,03C9,24,4,02,C308,4024,1
55,000EE6,4024,0000C30A,000000C5,00,06,05,80,24,0024,03C9,24,4,02,C30A,4024,1
55,000EE6,0024,0000C30C,000000C6,00,06,06,80,24,0024,03C9,24,6,00,C30C,0024,1
55,000EE6,0024,0000C30E,000000C7,00,06,07,80,24,0024,03C9,24,6,00,C30E,0024,1
55,000EE6,4024,0000C310,000000C8,00,06,08,80,24,0024,03CA,24,4,02,C310,4024,1
55,000EE6,4024,0000C312,000000C9,00,06,09,80,24,0024,03CA,24,4,02,C312,4024,1
55,000EE6,0024,0000C314,000000CA,00,06,0A,80,24,0024,03CA,24,6,00,C314,0024,1
55,000EE6,0024,0000C316,000000CB,00,06,0B,80,24,0024,03CA,24,6,00,C316,0024,1
55,000EE6,4024,0000C318,000000CC,00,06,0C,80,24,0024,03CB,24,4,02,C318,4024,1
55,000EE6,4024,0000C31A,000000CD,00,06,0D,80,24,0024,03CB,24,4,02,C31A,4024,1
55,000EE6,0024,0000C31C,000000CE,00,06,0E,80,24,0024,03CB,24,6,00,C31C,0024,1
55,000EE6,0024,0000C31E,000000CF,00,06,0F,80,24,0024,03CB,24,6,00,C31E,0024,1
55,000EE6,4024,0000C320,000000D0,00,06,10,80,24,0024,03CC,24,4,02,C320,4024,1
55,000EE6,4024,0000C322,000000D1,00,06,11,80,24,0024,03CC,24,4,02,C322,4024,1
55,000EE6,0024,0000C324,000000D2,00,06,12,80,24,0024,03CC,24,6,00,C324,0024,1
55,000EE6,0024,0000C326,000000D3,00,06,13,80,24,0024,03CC,24,6,00,C326,0024,1
55,000EE6,4024,0000C328,000000D4,00,06,14,80,24,0024,03CD,24,4,02,C328,4024,1
55,000EE6,4024,0000C32A,000000D5,00,06,15,80,24,0024,03CD,24,4,02,C32A,4024,1
55,000EE6,0024,0000C32C,000000D6,00,06,16,80,24,0024,03CD,24,6,00,C32C,0024,1
55,000EE6,0024,0000C32E,000000D7,00,06,17,80,24,0024,03CD,24,6,00,C32E,0024,1
55,000EE6,4024,0000C330,000000D8,00,06,18,80,24,0024,03CE,24,4,02,C330,4024,1
55,000EE6,4024,0000C332,000000D9,00,06,19,80,24,0024,03CE,24,4,02,C332,4024,1
55,000EE6,0024,0000C334,000000DA,00,06,1A,80,24,0024,03CE,24,6,00,C334,0024,1
55,000EE6,0024,0000C336,000000DB,00,06,1B,80,24,0024,03CE,24,6,00,C336,0024,1
55,000EE6,4024,0000C338,000000DC,00,06,1C,80,24,0024,03CF,24,4,02,C338,4024,1
55,000EE6,4024,0000C33A,000000DD,00,06,1D,80,24,0024,03CF,24,4,02,C33A,4024,1
55,000EE6,0024,0000C33C,000000DE,00,06,1E,80,24,0024,03CF,24,6,00,C33C,0024,1
55,000EE6,0024,0000C33E,000000DF,00,06,1F,80,24,0024,03CF,24,6,00,C33E,0024,1
55,000EE6,4024,0000C380,000000E0,00,07,00,80,24,0024,03C8,24,4,02,C380,4024,1
55,000EE6,4024,0000C382,000000E1,00,07,01,80,24,0024,03C8,24,4,02,C382,4024,1
55,000EE6,0024,0000C384,000000E2,00,07,02,80,24,0024,03C8,24,6,00,C384,0024,1
55,000EE6,0024,0000C386,000000E3,00,07,03,80,24,0024,03C8,24,6,00,C386,0024,1
55,000EE6,4024,0000C388,000000E4,00,07,04,80,24,0024,03C9,24,4,02,C388,4024,1
55,000EE6,4024,0000C38A,000000E5,00,07,05,80,24,0024,03C9,24,4,02,C38A,4024,1
55,000EE6,0024,0000C38C,000000E6,00,07,06,80,24,0024,03C9,24,6,00,C38C,0024,1
55,000EE6,0024,0000C38E,000000E7,00,07,07,80,24,0024,03C9,24,6,00,C38E,0024,1
55,000EE6,4024,0000C390,000000E8,00,07,08,80,24,0024,03CA,24,4,02,C390,4024,1
55,000EE6,4024,0000C392,000000E9,00,07,09,80,24,0024,03CA,24,4,02,C392,4024,1
55,000EE6,0024,0000C394,000000EA,00,07,0A,80,24,0024,03CA,24,6,00,C394,0024,1
55,000EE6,0024,0000C396,000000EB,00,07,0B,80,24,0024,03CA,24,6,00,C396,0024,1
55,000EE6,4024,0000C398,000000EC,00,07,0C,80,24,0024,03CB,24,4,02,C398,4024,1
55,000EE6,4024,0000C39A,000000ED,00,07,0D,80,24,0024,03CB,24,4,02,C39A,4024,1
55,000EE6,0024,0000C39C,000000EE,00,07,0E,80,24,0024,03CB,24,6,00,C39C,0024,1
55,000EE6,0024,0000C39E,000000EF,00,07,0F,80,24,0024,03CB,24,6,00,C39E,0024,1
55,000EE6,4024,0000C3A0,000000F0,00,07,10,80,24,0024,03CC,24,4,02,C3A0,4024,1
55,000EE6,4024,0000C3A2,000000F1,00,07,11,80,24,0024,03CC,24,4,02,C3A2,4024,1
55,000EE6,0024,0000C3A4,000000F2,00,07,12,80,24,0024,03CC,24,6,00,C3A4,0024,1
55,000EE6,0024,0000C3A6,000000F3,00,07,13,80,24,0024,03CC,24,6,00,C3A6,0024,1
55,000EE6,4024,0000C3A8,000000F4,00,07,14,80,24,0024,03CD,24,4,02,C3A8,4024,1
55,000EE6,4024,0000C3AA,000000F5,00,07,15,80,24,0024,03CD,24,4,02,C3AA,4024,1
55,000EE6,0024,0000C3AC,000000F6,00,07,16,80,24,0024,03CD,24,6,00,C3AC,0024,1
55,000EE6,0024,0000C3AE,000000F7,00,07,17,80,24,0024,03CD,24,6,00,C3AE,0024,1
55,000EE6,4024,0000C3B0,000000F8,00,07,18,80,24,0024,03CE,24,4,02,C3B0,4024,1
55,000EE6,4024,0000C3B2,000000F9,00,07,19,80,24,0024,03CE,24,4,02,C3B2,4024,1
55,000EE6,0024,0000C3B4,000000FA,00,07,1A,80,24,0024,03CE,24,6,00,C3B4,0024,1
55,000EE6,0024,0000C3B6,000000FB,00,07,1B,80,24,0024,03CE,24,6,00,C3B6,0024,1
55,000EE6,4024,0000C3B8,000000FC,00,07,1C,80,24,0024,03CF,24,4,02,C3B8,4024,1
55,000EE6,4024,0000C3BA,000000FD,00,07,1D,80,24,0024,03CF,24,4,02,C3BA,4024,1
55,000EE6,0024,0000C3BC,000000FE,00,07,1E,80,24,0024,03CF,24,6,00,C3BC,0024,1
55,000EE6,0024,0000C3BE,000000FF,00,07,1F,80,24,0024,03CF,24,6,00,C3BE,0024,1
55,000EE6,0024,0000C400,00000100,00,08,00,80,24,0024,03D0,24,0,00,C400,0024,1
55,000EE6,0024,0000C402,00000101,00,08,01,80,24,0024,03D0,24,0,00,C402,0024,1
55,000EE6,2024,0000C404,00000102,00,08,02,80,24,0024,03D0,24,2,01,C404,2024,1
55,000EE6,2024,0000C406,00000103,00,08,03,80,24,0024,03D0,24,2,01,C406,2024,1
55,000EE6,0024,0000C408,00000104,00,08,04,80,24,0024,03D1,24,0,00,C408,0024,1
55,000EE6,0024,0000C40A,00000105,00,08,05,80,24,0024,03D1,24,0,00,C40A,0024,1
55,000EE6,2024,0000C40C,00000106,00,08,06,80,24,0024,03D1,24,2,01,C40C,2024,1
55,000EE6,2024,0000C40E,00000107,00,08,07,80,24,0024,03D1,24,2,01,C40E,2024,1
